dzo_to_eng,eng_to_dzo
"According to the Entertainment News website TMZ, the cameraman tried to pull over to the side of the Culverwood and then pull over to the police block before crossing the road, so the California Highway Patrol officer who was driving and stopping had to be told to go back twice.",སྤྲོ་སྟོན་གྱི་གནས་ཚུལ་ཡོངས་འབྲེལ་གྱི་ཡོངས་འབྲེལ་གྱི་ཡོངས་འབྲེལ་གྱི་ཡོངས་འབྲེལ་གྱི་ཁ་བྱང་འདི་ པར་ལེན་པ་གིས་ཁོ་རའི་སྣུམ་འཁོར་འདི་སིབ་ལཱབ་ཝེ་ཌ་བུལ་ཝར་གྱི་ཕར་ཕྱོགས་ལུ་བཀག་བཞག་ནུག་ཟེར་ཨིནམ་ད་ ཁོ་གིས་ལམ་བརྒལ་ཏེ་མ་འགྱོ་བའི་ཧེ་མ་ཁྲིམས་སྲུང་འགག་པ་གི་བཀག་བཞག་གི་པར་ཚུ་བཏོན་ནི་དཔའ་བཅམ་ནུག་ཟེར་ཨིནམ་ད་ དེ་གིས་ཀཱ་ལི་ཕཱོ་ལི་ཡཱན་གཞུང་ལམ་སྲུང་འགག་པ་གི་ཁྲིམས་སྲུང་འགོ་དཔོན་གྱིས་རྒྱུན་འགྲུལ་བཀག་བཞག་འབད་མི་འདི་ལོག་ཕར་ལུ་འགྱོ་དགོ་པའི་བཀའ་ལན་ཚར་གཉིས་བྱིན་ནུག།
"According to the police, the driver of the car that took the photo is unlikely to be charged with a crime.",ཁྲིམས་སྲུང་འགག་པ་གིས་འབད་བ་ཅིན་ པར་ལེན་པ་ལུ་བརྡུང་མི་སྣུམ་འཁོར་གྱི་དེད་གཡོགཔ་གིས་ཉེས་ཁྲིམས་ཀྱི་ཉེས་འཛུགས་འབད་ནི་གི་ཉེན་ཁ་མིན་འདུག།
"Receiving no more than 18 signatures per day, many countries are unable to access the unsigned area.",ཉིནམ་གཅིག་ནང་རྟགས་རྟགས་བཅོ་བརྒྱད་རྐྱངམ་གཅིག་ཐོབ་ཡོདཔ་ལས་རྒྱལ་ཁབ་དག་པ་ཅིག་གིས་རྟགས་རྟགས་ཀྱི་གོ་རིམ་བཟོ་མ་ཚུགས་པས།
"Last year, the women's Swiss was ranked No. 9 by the Netherlands' Anjo Chimessen and No. 10 by the Finnish Katja Sarines.",ཁོང་ཚུ་ ནེ་ཌན་དང་ཨན་ན་ཇོ་ཤེམ་སཱན་གྱིས་ཁ་ཙ་ཨིས་པུ་པེ་རི་ཇི་ནང་ཨམ་སྲུ་གི་ལོང་སྡོད་ཀྱི་སློབ་ཚན་ནང་དགུ་པ་མཇུག་བསྡུ་མི་དང་ ཀ་ཏ་ཇ་ས་ར་ནེན་དང་གཅིག་ཁར་ ཕིན་ལེནཌ་གིས་ཅོག་འཐདཔ་གི་ལས་རིམ་དེ་ནང་བཅུ་པ་མཇུག་བསྡུ་ནུག།
"And in the men's long jump surfing event, Michelangelo of Australia came in 11th, as well as the men's long jump surfing event, which was checked by Old Gyelinick at 16th.",ཨསི་ཊེ་ལི་ཡ་ལས་མི་ཀྲིལ། གུར་ལི ཕོ་སྐྱེས་ཀྱི་ལོང་སྟེ་ཡོད་པའི་སུཔར-ཇི་ནང་བཅུ་གཅིག་པ་མཇུག་བསྡུ་ནུག། ཊེཀ་གི་འགྲན་བསྡུར་པ་ ཨོ་ལཌིརིཀ་ཟེ་ལིན་ཀགིས་ ཕོ་སྐྱེས་ཀྱི་སྡོད་སྟེ་ཡོད་པའི་སུཔར-ཇི་ནང་བཅུ་དྲུག་པ་མཇུག་བསྡུ་ནུག།
"Mexico's Arlevlas Cu finished 15th in the men's singles superleg, but New Zealand's Edmonton Hall finished ninth in the division.",མེསི་ཀོ་ལས་ ཨར་ལིཝ་ལེསི་ཀེསི་གིས་ ཕོ་སྐྱེས་ཀྱི་སྡོད་སའི་སུཔར-ཇི་ནང་ བཅུ་ལྔ་པ་མཇུག་བསྡུ་ནུག། ནིའུ་ཛི་ལེནཌ་གི་ཨེམ་ཧཱལ་གྱིས་ ཕོ་སྐྱེས་ཚུ་གི་ལོང་སྡོད་སའི་སུཔར-ཇི་ནང་ བཞི་པ་མཇུག་བསྡུ་ནུག།
"Polent, eye-catching bass player Mashid Krizol and coach Ugyen Park finished 13th in Superbike, and South Korea's Jones Rock Park finished 24th in Men's Superbike.",པོ་ལནཌ་གི་ཕོ་སྐྱེས་མཐོང་ཚུགས་མ་ཚུགསཔ་གི་བཤུད་པང་རྩེདཔ་མ་སི་ཇེ་ཀེརེ་ཛལ་དང་ལམ་སྟོན་ཨན་ན་ཨོ་གར་ཟིན་སི་ཀ་གིས་སུཔར-ཇི་ནང་བཅུ་གསུམ་པ་མཇུག་བསྡུ་ནུག། ལྷོ་ཀོ་རི་ཡ་གི་ཇོན་སིའུ་ཀཔ་ཀེརཀ་གིས་ཕོ་སྐྱེས་ཚུ་སྡོད་སའི་སུཔར-ཇི་ནང་བཅུ་བཞི་པ་མཇུག་བསྡུ་ནུག།
The outbreak was attributed to the World Peace Corps that arrived in Haiti after the earthquake of 2010. The outbreak was also from near the base where the troops were stationed.,སྤྱི་ལོ་ ༢༠༡༠ གི་ས་ཡོམ་གི་ཤུལ་ལས་ཧ་ི་ཊི་ལུ་ལྷོད་མི་ཨུ་ཨེན་གི་ཞི་བའི་སྲུང་དམག་འདི་དམག་སྒར་གྱི་སྦོ་ལོགས་ཁར་ནད་གཞི་ཁྱབ་སྤེལ་འབད་ནི་འགོ་བཙུགས་མི་འདི་ཉེས་ཁ་བཀལ་ནུག།
"According to the suit, the waste generated from the UN camp was not treated well enough to allow the bacteria to enter the Artobonat River, the largest river in Haiti.",ཁྲིམས་ཀྱི་རྩོད་བཤེར་དང་འཁྲིལ་བ་ཅིན་ ཡུ་ཨེན་ཨེས་གི་སྒར་ལས་ ཕྱགས་སྙིགས་ཚུ་ལེགས་ཤོམ་སྦེ་གཙང་མ་བཟོ་མ་ཚུགས་མི་ལུ་བརྟེན་ ཧའི་ཊི་གི་སྦོམ་ཤོས་གཅིག་ཨིན་མི་ ཨར་ཊི་བཱོན་འི་ཊི་གཙང་ཆུ་གི་ཆུ་མིག་ནང་ ནད་འབུབ་འཛུལ་བཅུག་ནུག།
"Before the arrival of troops, no disease-related problem had arisen in Haiti since 1800.",དམག་མི་ཚུ་མ་ལྷོད་པའི་ཧེ་མ་ ཧའི་ཊི་ལུ་༡༨༠༠ གི་སྤྱི་ལོ་ལས་འགོ་བཙུགས་ ནད་གཞི་དང་འབྲེལ་བའི་དཀའ་ངལ་ཚུ་མ་ལྷོད།
"According to a study by the Institute for Justice and Democracy in Haiti, peacekeepers from the Falcons may have accidentally brought the disease to Haiti.",ཧའི་ཊི་གི་ཁྲིམས་དྲང་དང་མང་སྲིད་ཀྱི་སློབ་གྲྭ་གིས་རང་དབང་ཅན་གྱི་ཞིབ་འཇུག་ཚུ་ཁ་གསལ་བཀོད་དེ་ ནེ་པཱལ་གྱི་ཨའི་ཨེས་གི་ཞི་བའི་སྲུང་རྒྱབ་དམག་སྡེ་གིས་ཧ་འི་ཊི་ལུ་ནད་གཞི་འདི་མ་ཤེས་པར་འབག་འོང་ནུག་ཟེར་བཀོད་ནུག།
The UN pathologist Daniel Lething said that the disease was likely caused by UN peacekeeping missions.,ནད་གཞི་འདི་གི་སྐོར་ལས་ཨུ་ཨེན་གི་མཁས་མཆོག་ཌེ་ནི་ཨེལ་ལཱན་ཊ་གེནཌ་གིས་ནད་གཞི་འདི་ངེས་པར་དུ་ཞི་བདེ་སྲུང་དམག་གིས་འབྱུང་སྲིད་ནུག་ཟེར་བཀོད་ནུག།
"According to Hamilton, the Howard Hospital is keeping the patient in good condition.",ཧེ་མིཊཱོན་གྱིས་ ཧོ་ཝཌ་གཙུག་ལག་སློབ་གྲྭའི་སྨན་ཁང་གིས་ ནདཔ་འདི་གནས་སྟངས་བརྟན་ཏོག་ཏོ་ནང་འཛུལ་བཅུག་ནུག་ཟེར་བདེན་ཁུངས་བཀལ་ནུག།
"The patient went to Nigeria, where there was a small Ebola virus in the country at that time.",ནདཔ་འདི་ ནའི་ཇེ་རི་ཡ་ལུ་སྡོད་ཡོདཔ་དང་ འདི་ཁར་ཨེ་བོ་ལའི་ནད་གཞི་ཐོབ་མི་དག་པ་ཅིག་འདུག།
"The hospital has a system of disease control measures, including the quarantine of patients to prevent further infection.",སྨན་ཁང་འདི་གིས་ ནད་གཞི་བཀག་འཛིན་གྱི་དོན་ལུ་ ལམ་ལུགས་བརྩི་སྲུང་འབད་ཡོདཔ་དང་ ནདཔ་འདི་གཞན་མི་ཚུ་ལས་སོ་སོ་སྦེ་བཞག་སྟེ་ མི་གཞན་ལུ་ ནད་གཞི་འཐོབ་ནི་ལས་བཀག་ནི་ཨིན་མས།
Simon worked on several projects before taking on different roles for Samson.,སིམ་སོན་གྱིས་སྔོན་མ་ལས་རིམ་ལེ་ཤ་ཅིག་ནང་གོ་གནས་སྣ་ཚོགས་ནང་ལཱ་འབད་ནུག།
"In the 1980s, he worked on such shows as Texas, Cheers and Death Suleman.",སྤྱི་ལོ་༡༩༨༠ གི་སྐབས་ལུ་ ཁོ་གིས་ཊེ་ཀསི་ ཕྲིན་ལས་དང་ཊེ་རི་ཨོ་ལམཱན་ ཕྲིན་ལས་བཟུམ་གི་འགྲེམས་སྟོན་ཚུ་ནང་ལཱ་འབད་ཡི།
"In 1989, he helped found the company, along with Burke and Running, and was responsible for hiring the program's first writing staff.",སྤྱི་ལོ་༡༩༨༩ ལུ་ཁོ་གིས་ བརོཀསི་དང་ གརོ་ནིན་དང་གཅིག་ཁར་ ཨིསི་ིམ་སོན་བཟོ་ནི་ལུ་ཆ་རོགས་འབད་ཡོདཔ་དང་ རྒྱང་མཐོང་གི་འབྲི་རྩོམ་འགོ་དང་པ་གླ་ཁར་ལེན་ནི་གི་འགན་ཁུར་བཀལ་ནུག།
"Although he left the program in 1993, he continued to earn millions of dollars in membership from each program, retaining the position of program director.",སྤྱི་ལོ་༡༩༩༣ ལུ་སྟོན་སྟོན་འདི་བཀོ་བཞག་རུང་ ཁོ་གིས་འཛིན་སྐྱོང་ཐོན་སྐྱེད་ཀྱི་མིང་བཞག་ཡོདཔ་དང་ དུས་ཡུན་ཨ་རྟག་ར་དབང་འཛིན་གྱི་དོན་ལུ་ཌོ་ལར་ས་ཡ་བཅུ་ཐམ་འཐོབ་ནི་སྡོད་ནུག།
"Last night, a Chinese news agency, Xinho, reported that one of its planes was about to crash.",ཧེ་མ་རྒྱ་ནག་གི་གནས་ཚུལ་ལས་སྡེ་སིན་ཧུ་ཨ་གིས་གནམ་གྲུ་ཅིག་འཕྲོག་བཅོམ་འབད་འོང་ཟེར་སྙན་ཞུ་འབད་ནུག།
"Later on, the plane received a false bomb threat and had to make a turn for the Kandahar airport in Afghanistan.",ཤུལ་མའི་སྙན་ཞུ་ཚུ་གིས་གནམ་གྲུ་འདི་བཱམ་གི་འཇིགས་སྐུལ་ཐོབ་སྟེ་ལོག་སྟེ་ཨཕ་གཱན་ཊན་ལུ་ལོག་འགྱོ་བཅུག་སྟེ་ཀཱན་ཌ་ཧཱར་ལུ་ཆགས་ནུག་ཟེར་བཀོད་ནུག།
"According to initial reports, the plane had to make a return flight to Afghanistan after it failed to land a mosquito in Urumqi.",འགོ་ཐོག་སྙན་ཞུ་ཚུ་གིས་ གནམ་གྲུ་འདི་ཨུ་རུ་མ་ཀི་ལུ་གློ་བུར་གྱི་མར་འཛུལ་མི་བྱིན་མི་ལུ་བརྟེན་ལོག་སྟེ་ཨཕ་གཱན་ལུ་ལོག་བཏང་ནུག་ཟེར་སླབ་མས།
"Iran has a long list of air crashes, including old planes that have not been properly maintained for both peaceful and military use.",གནམ་གྲུ་ཐུག་རྐྱེན་འདི་ཨི་རན་ལུ་སྤྱིར་བཏང་ཨིན་ འདི་ལུ་གྲུ་གྲུ་རྙིངམ་ཡོདཔ་ལས་མི་སེར་དང་དམག་གི་ལཱ་གཉིས་ཆ་ར་ལུ་ལེགས་ཤོམ་སྦེ་བདག་འཛིན་མ་འབད་བས།
